Rotational speed [rpm],Process temperature [K],Torque [Nm],Tool wear [min]
1457,311.1,37.4,96
1402,311.0,55.3,98
1477,310.9,41.5,100
1727,310.9,30.1,102
1995,310.9,20.2,105
1370,310.9,52.5,107
1228,310.9,66.4,109
1499,311.0,38.0,111
1508,311.0,46.9,113
1473,310.9,44.2,116
1640,311.0,37.6,118
1429,311.1,42.5,123
1470,311.1,40.9,125
1581,311.0,37.0,127
1740,310.9,28.9,129
1390,310.8,40.6,131
1988,310.8,19.7,136
1452,310.7,43.0,139
1586,310.7,33.4,142
1589,310.7,34.3,144
1486,310.8,45.7,146
1755,310.9,27.9,148
1575,310.9,34.6,150
1615,311.1,37.7,153
1436,311.1,41.8,156
1470,311.1,40.6,159
2089,311.1,19.8,162
1564,311.2,37.0,165
1420,311.1,47.4,167
1711,311.1,29.1,170
1555,311.2,35.3,172
1592,311.1,35.7,174
1765,310.9,24.2,179
1634,311.0,31.2,182
1508,311.1,41.5,184
1774,311.2,29.6,186
1677,311.0,29.1,188
1570,310.9,34.0,192
1479,310.9,44.3,194
1558,310.8,34.9,196
1358,310.7,48.1,198
1656,310.7,30.7,200
1523,310.7,35.8,205
1403,310.7,40.6,207
1362,310.7,51.6,212
1778,310.6,27.1,215
1448,310.5,38.2,218
1559,310.5,40.1,220
1416,310.6,42.2,225
1633,310.7,27.8,0
1573,310.7,31.2,2
1517,310.8,44.3,4
1515,310.9,37.3,6
1527,310.8,45.3,8
1396,310.9,45.1,12
1492,310.9,44.6,15
1975,310.8,19.7,17
1475,310.8,35.3,19
1495,310.9,37.3,21
1553,311.0,35.8,26
1918,311.0,21.7,28
1413,311.0,46.6,30
1437,311.0,56.0,33
1450,310.9,45.9,35
1910,310.9,21.9,37
1749,310.9,26.4,40
1916,310.9,22.0,42
1428,310.9,45.3,47
1578,310.9,38.4,49
1571,310.8,39.9,51
1729,310.8,30.2,53
1701,310.8,30.4,55
1493,310.8,45.8,57
1554,310.9,32.7,59
1497,310.9,43.2,62
1679,310.9,29.8,64
1510,310.9,44.5,66
1296,310.9,54.9,69
1404,310.9,41.8,71
1519,310.8,34.9,73
1696,310.7,27.3,76
1669,310.6,28.4,79
1447,310.6,40.7,82
1418,310.6,46.3,84
1407,310.6,40.5,87
1434,310.5,44.5,89
1360,310.6,48.8,91
1402,310.6,53.7,93
1552,310.6,34.9,95
1392,310.7,44.2,97
1521,310.8,41.0,99
1724,310.8,27.5,101
1455,310.7,46.1,103
1366,310.6,50.6,106
1407,310.6,43.9,111
1470,310.8,49.3,116
1359,310.9,50.8,118
1792,310.8,25.8,121
1552,310.9,37.9,126
1612,311.0,32.9,129
1424,311.0,41.4,131
1341,311.0,59.3,134
1479,310.8,38.2,139
1413,310.9,50.1,141
2165,310.9,17.4,143
1641,311.0,33.0,145
1495,311.0,40.8,148
1576,311.0,30.4,151
1467,310.9,37.1,153
1479,310.8,41.2,155
1596,310.9,33.9,157
1512,310.9,36.9,159
1414,310.9,38.8,162
1390,310.8,57.4,164
1644,310.7,31.6,166
1394,310.7,42.8,168
1324,310.5,52.4,171
1476,310.4,43.6,173
2204,310.4,16.6,175
1665,310.4,30.9,177
1445,310.4,41.7,180
1457,310.3,46.8,182
1492,310.2,46.3,187
1542,310.1,35.5,191
1520,310.2,37.7,193
1598,310.2,36.5,195
1538,310.3,36.1,198
1615,310.4,30.9,200
1408,310.5,47.0,202
1376,310.7,49.1,0
1583,310.7,40.7,2
1396,310.8,47.4,5
1436,310.7,45.3,8
1417,310.6,47.6,10
1641,310.6,33.4,12
1698,310.6,27.3,14
1541,310.4,39.1,17
1383,310.3,46.6,19
1368,310.4,46.8,21
1570,310.4,35.2,23
1616,310.5,33.5,25
1444,310.5,43.2,27
2021,310.4,18.8,30
1702,310.5,29.3,32
1429,310.6,52.7,35
1711,310.8,28.9,38
1543,310.7,32.9,40
1628,310.8,32.2,43
1233,310.8,64.6,45
1461,310.8,40.6,47
1568,310.7,38.3,49
1432,310.8,54.4,51
1527,310.7,41.1,53
1455,310.8,41.2,56
1418,310.8,45.4,59
1719,310.8,29.5,62
1734,310.8,31.3,64
1426,310.7,46.1,67
1611,310.6,35.2,70
1479,310.6,41.1,72
1317,310.5,50.9,75
1248,310.5,61.4,77
1932,310.5,21.7,79
1547,310.5,35.8,81
1614,310.4,31.6,84
1512,310.4,44.9,86
1529,310.5,38.7,91
1782,310.6,24.9,93
1429,310.5,39.4,98
1309,310.5,60.7,100
1428,310.5,44.1,103
1385,310.6,49.2,105
1517,310.7,39.4,107
1576,310.6,39.6,109
1437,310.6,51.2,112
1457,310.6,50.5,114
1532,310.5,37.5,119
1603,310.5,32.6,121
1563,310.4,34.4,124
1617,310.3,34.5,126
1686,310.1,26.9,128
1382,310.2,50.4,131
2090,310.1,17.8,133
1446,310.3,44.5,135
1533,310.2,38.1,137
1440,310.3,47.6,140
1793,310.4,25.0,142
1517,310.4,46.1,145
1544,310.4,36.0,148
1321,310.3,48.8,150
1416,310.3,50.9,152
1514,310.2,40.0,155
1304,310.2,52.5,157
1286,310.2,64.9,160
1483,310.1,40.2,162
1351,310.1,46.9,165
1367,310.1,52.6,167
1721,310.1,32.3,170
1455,310.0,40.4,172
1425,310.0,49.5,174
1672,310.0,29.7,176
1641,310.0,34.6,178
1580,310.0,37.0,181
1495,310.0,47.4,184
1994,309.9,19.8,189
1415,309.9,31.8,192
1725,309.8,30.4,195
1430,309.8,43.4,198
1395,309.8,48.1,201
1435,309.8,43.6,203
1681,309.9,28.6,206
1451,310.0,48.6,208
1421,309.8,47.2,0
1444,309.8,42.0,3
1827,309.8,23.0,6
1374,309.8,47.7,8
1650,309.8,29.6,13
1275,309.7,60.7,15
1421,309.7,44.6,17
1557,309.8,33.8,19
1506,309.8,35.2,21
1362,309.7,49.1,23
1542,309.7,47.1,25
1496,309.6,38.8,27
1491,309.6,42.0,29
1565,309.6,34.8,32
1481,309.7,37.9,34
1420,309.7,48.4,36
1398,309.8,54.8,39
1466,309.8,45.7,41
1430,309.8,56.7,44
1441,309.7,40.1,46
1348,309.7,57.3,48
1738,309.6,28.7,51
1618,309.6,36.2,53
1489,309.6,41.7,56
1412,309.5,57.9,59
2065,309.5,18.1,62
1571,309.6,33.1,65
1423,309.6,48.7,67
1781,309.5,24.9,70
1321,309.6,46.9,75
1546,309.6,36.7,77
1879,309.5,22.4,79
1735,309.5,28.9,82
1506,309.5,38.8,87
1629,309.6,32.3,89
1694,309.6,28.7,94
1541,309.6,37.0,96
1514,309.6,44.6,98
1485,309.7,45.9,100
1430,309.8,55.0,102
1771,309.7,27.1,104
1481,309.8,41.9,106
1483,309.7,43.8,108
1463,309.6,45.1,113
1410,309.7,48.3,118
1656,309.7,34.3,120
1487,309.8,39.2,122
1509,309.9,46.6,125
1677,309.9,30.1,130
1450,309.8,55.0,135
1413,309.7,43.0,137
1680,309.7,33.8,140
1678,309.7,30.5,142
1408,309.7,44.0,144
1376,309.6,52.1,147
1526,309.6,46.4,150
1587,309.6,32.6,152
1351,309.7,58.2,155
1501,309.6,38.0,157
1601,309.7,35.8,160
1573,309.6,39.7,162
1584,309.6,36.7,165
1649,309.6,33.6,168
1183,309.7,61.4,170
2151,309.7,17.5,173
1526,309.8,45.6,175
1611,309.9,29.0,177
1601,309.9,31.7,180
1560,310.0,40.8,182
1544,310.1,41.9,184
1560,310.0,42.3,186
1423,310.0,44.2,189
1614,310.1,33.5,191
1457,310.1,35.1,193
1503,310.1,42.2,196
1484,310.1,38.0,198
1540,309.9,39.9,203
1405,309.9,52.1,205
1518,309.9,36.4,0
1527,309.9,41.4,2
1377,309.9,55.3,4
1537,310.0,37.5,6
1409,310.0,43.2,9
1393,309.9,56.1,12
1448,309.7,36.8,14
1418,309.8,49.3,16
1743,309.8,24.1,18
1394,309.8,47.4,21
1523,309.8,39.2,24
1353,309.8,59.4,26
1447,309.9,46.5,28
1570,309.9,34.0,31
1494,309.9,38.5,33
1621,309.9,34.1,36
1769,310.0,26.1,38
1282,310.0,66.1,40
1581,310.0,30.3,42
1656,310.1,32.7,44
1648,310.2,31.7,46
1639,310.2,31.4,48
1348,310.2,54.8,50
1537,310.3,33.3,52
1270,310.3,61.0,54
1662,310.3,34.4,57
1471,310.3,40.2,59
1337,310.1,45.8,62
1877,310.2,24.8,64
1519,310.2,44.6,69
1378,310.2,47.3,71
1696,310.2,27.5,73
1376,310.1,50.8,75
1807,310.2,24.2,77
1598,310.1,32.8,79
1565,310.1,40.2,81
1387,310.2,50.6,83
1395,310.0,48.0,85
1302,310.0,62.9,87
1397,310.0,55.2,90
1313,310.0,52.9,93
1505,310.0,35.9,95
1483,310.0,44.0,97
1358,310.0,60.4,102
1735,309.9,27.0,107
1416,309.8,48.5,110
1740,309.7,31.1,113
1692,309.7,27.4,115
1507,309.8,42.5,117
1521,309.6,35.0,119
1379,309.6,54.5,122
1523,309.6,38.5,124
1571,309.6,33.6,126
1547,309.5,50.7,131
1347,309.7,54.3,136
1560,309.7,30.2,139
1384,309.7,48.6,141
1841,309.7,24.6,143
1418,309.8,42.7,147
1775,309.9,26.6,149
1406,309.8,48.4,151
1480,309.9,43.7,153
1412,309.9,45.3,155
1913,309.8,22.5,157
1629,309.8,37.6,162
1939,309.8,21.4,164
1541,309.8,36.2,166
1330,309.8,54.4,171
1490,309.8,38.8,173
1383,309.9,44.5,176
1468,310.0,52.7,178
1444,309.9,46.0,180
1363,309.8,53.1,183
1617,309.7,33.2,185
1694,309.8,31.1,187
1815,309.9,27.0,190
2041,309.9,19.2,194
1671,310.0,26.8,199
1416,310.0,46.6,201
1600,310.0,36.0,204
2595,310.0,13.7,207
1465,309.9,42.9,209
1681,310.1,27.4,212
1457,310.1,39.6,215
1454,310.1,44.1,217
1558,310.1,32.6,0
1756,310.1,30.7,2
1564,310.1,36.8,7
1455,310.2,55.3,9
2280,310.1,15.7,11
1433,310.0,48.1,14
1513,310.0,38.0,17
1507,309.9,41.8,19
1480,310.0,43.5,21
1470,310.0,40.1,23
1540,310.1,36.6,28
1212,310.0,67.9,30
1417,310.1,46.9,35
1666,310.1,34.9,37
1666,310.1,27.2,40
1489,310.1,45.8,42
1850,310.2,27.7,44
1874,310.4,24.8,47
1515,310.4,38.4,51
1516,310.4,44.4,53
1546,310.5,40.0,55
1481,310.6,40.9,57
1605,310.6,32.5,59
1656,310.7,26.2,64
1352,310.6,52.0,69
1504,310.7,47.2,74
1436,310.6,44.2,76
1505,310.5,43.6,78
1406,310.5,47.1,83
1481,310.5,39.7,85
1487,310.7,44.6,88
1436,310.7,54.1,90
1509,310.7,38.3,95
1543,310.8,36.9,97
1698,310.8,29.6,99
1470,310.7,46.5,101
1738,310.8,30.3,104
1530,310.8,39.9,107
1740,310.8,29.2,110
1770,310.8,24.1,112
1527,310.6,44.0,114
1516,310.7,46.0,119
1616,310.7,36.5,121
1786,310.7,26.1,123
1389,310.8,52.7,125
1639,310.7,29.8,127
1394,310.7,46.7,130
1686,310.7,27.9,135
1638,310.6,31.9,137
1447,310.6,41.9,140
1512,310.6,39.0,143
1961,310.8,21.8,148
1596,310.7,35.4,150
1871,310.7,21.3,152
1942,310.7,20.5,155
1557,310.6,38.2,157
1550,310.6,36.8,159
1966,310.6,22.6,161
1499,310.6,36.1,163
1521,310.6,36.3,166
1375,310.7,42.0,168
1634,310.6,31.1,171
1378,310.6,49.4,173
1428,310.7,53.7,176
1855,310.6,25.3,178
1578,310.6,33.0,181
1451,310.5,45.3,183
1644,310.5,34.9,186
1388,310.4,45.3,188
1543,310.4,40.9,190
1501,310.4,41.6,192
1507,310.4,39.1,194
1559,310.4,36.0,196
1528,310.5,35.7,198
1503,310.5,38.2,200
1372,310.5,44.0,203
1600,310.5,32.8,205
1453,310.6,44.0,208
1813,310.7,24.6,210
1457,310.7,40.4,213
1553,310.6,38.9,0
1763,310.7,25.9,3
2023,310.7,20.9,5
1457,310.7,47.8,7
1679,310.7,29.5,10
2103,310.6,19.7,12
1460,310.7,38.6,14
1454,310.7,39.4,17
1481,310.6,46.8,20
1424,310.7,51.1,22
1494,310.7,39.5,24
1424,310.6,47.0,26
1347,310.7,47.9,29
1374,310.6,46.7,32
1403,310.6,47.4,34
1573,310.6,37.4,37
1691,310.6,30.1,40
1538,310.5,44.3,43
1556,310.5,39.1,48
1593,310.4,36.8,50
1474,310.4,39.9,53
1543,310.4,34.0,55
1587,310.5,33.8,57
1222,310.6,70.0,62
1513,310.6,41.1,64
1660,310.6,28.7,66
1545,310.6,42.1,68
1380,310.6,45.8,70
1321,310.6,60.8,73
1627,310.7,31.3,78
1791,310.7,23.8,81
1861,310.7,21.8,84
1493,310.7,51.1,87
1442,310.7,41.1,89
1532,310.7,39.8,92
1421,310.7,44.4,94
1613,310.6,42.5,97
1876,310.6,22.1,99
1593,310.5,34.5,102
1397,310.5,49.4,104
1414,310.5,49.3,106
1378,310.4,55.3,109
1301,310.4,51.2,112
1737,310.5,29.3,114
1396,310.5,44.5,117
1534,310.5,39.3,119
1774,310.5,25.5,121
1453,310.5,48.0,124
1453,310.5,44.2,129
1380,310.5,48.4,131
1334,310.4,43.2,133
1702,310.5,28.7,135
1431,310.6,37.5,137
1308,310.5,60.5,139
1565,310.6,43.9,142
1486,310.4,39.6,144
1479,310.5,34.2,147
1927,310.5,22.4,149
1488,310.4,41.1,151
1350,310.4,54.9,153
1561,310.4,35.3,156
1276,310.4,55.6,158
1580,310.4,35.7,161
1610,310.3,29.1,166
2203,310.3,16.6,169
1639,310.3,32.7,171
1553,310.4,44.7,173
1374,310.3,47.6,176
1430,310.4,50.9,178
1626,310.3,31.3,180
1421,310.5,43.8,182
1501,310.4,39.8,187
2093,310.4,18.7,190
1504,310.4,47.2,193
1538,310.4,38.4,195
1440,310.4,41.5,197
1414,310.4,51.4,199
1536,310.5,39.9,201
1476,310.5,39.2,206
1571,310.5,33.9,208
1998,310.6,20.2,210
1357,310.6,42.1,212
1424,310.7,50.5,214
1618,310.7,35.5,218
1579,310.6,28.0,220
1423,310.7,44.0,222
1435,310.7,38.5,224
1392,310.8,42.4,3
1417,310.8,49.7,5
1425,310.7,45.1,7
1512,310.8,38.9,9
1318,310.9,50.6,11
1538,310.9,40.4,13
1532,310.9,43.6,15
1715,311.0,24.8,17
1700,311.0,28.7,19
1548,311.0,40.3,21
1546,311.0,43.0,23
1343,311.0,49.2,25
1510,311.0,47.8,27
1839,311.0,23.6,30
1756,311.0,26.7,33
1300,310.9,62.7,36
1311,311.0,55.8,39
1636,310.9,31.3,42
1643,310.9,34.1,44
1418,310.8,44.7,46
1516,310.8,40.4,48
1419,310.9,50.2,51
1623,310.9,34.1,56
1664,310.8,32.0,58
1744,310.7,28.2,61
1510,310.7,36.0,64
1382,310.6,58.1,67
1381,310.6,46.1,70
1556,310.6,39.0,72
1464,310.6,37.4,74
1481,310.6,37.6,77
1323,310.7,49.7,79
1426,310.7,46.1,81
1516,310.7,36.4,83
1416,310.6,45.2,88
1440,310.6,53.8,90
1576,310.6,30.4,92
1387,310.6,53.6,94
1464,310.6,48.6,96
2137,310.6,18.0,99
1431,310.6,40.6,101
1458,310.6,48.0,104
1280,310.7,61.0,106
1657,310.7,28.7,108
1565,310.6,36.1,110
1560,310.6,36.8,113
1359,310.7,47.1,115
1500,310.8,41.0,118
1785,310.8,25.5,120
1891,310.9,23.2,122
1524,310.9,40.4,124
1431,311.0,42.3,129
1385,310.9,51.2,132
1503,311.0,44.8,134
1311,311.0,46.8,136
1575,310.9,40.1,139
1485,311.0,40.1,142
1527,311.0,42.2,144
1537,311.0,33.5,146
1463,311.1,50.1,149
1482,311.2,43.6,154
1417,311.2,55.9,156
1506,311.1,39.5,158
1639,311.2,30.0,161
1418,311.2,38.0,166
1298,311.0,58.1,168
1395,311.1,44.6,171
1578,311.1,40.5,174
1597,311.1,29.8,177
2016,311.0,19.3,180
1585,311.0,35.9,185
1505,311.0,44.0,187
1505,311.0,37.1,190
1706,310.9,29.5,193
1385,310.9,50.7,195
1495,311.1,36.9,197
1663,311.1,31.6,199
1840,311.2,26.6,202
1822,311.2,26.2,204
1644,311.1,32.8,206
1451,310.9,40.6,0
1400,310.9,50.8,2
1362,310.8,53.2,4
1782,310.8,26.5,6
1536,310.9,38.3,9
1580,310.9,32.3,11
1427,311.0,43.2,13
1509,310.9,41.7,16
1434,310.8,39.5,18
1392,310.8,52.6,23
1509,310.8,40.1,25
1962,310.7,22.5,28
1536,310.7,39.3,31
1381,310.8,47.9,33
1747,310.7,27.3,35
1670,310.6,30.0,40
1451,310.6,47.5,42
1951,310.7,21.3,44
1819,310.7,25.5,46
1372,310.8,54.2,49
1560,310.8,38.5,52
1494,310.8,35.3,54
1531,310.8,53.4,57
1450,310.8,46.9,59
1391,310.7,52.5,61
1389,310.6,45.3,64
1409,310.6,50.9,66
1388,310.6,58.5,68
1410,310.6,43.9,73
1646,310.5,30.7,76
2219,310.7,16.7,79
1551,310.7,41.2,82
1811,310.6,24.0,84
1608,310.7,31.4,86
1428,310.8,55.2,88
1477,310.8,50.4,90
1300,310.7,58.3,92
1615,310.7,34.9,95
1676,310.7,32.4,98
1310,310.6,48.8,103
1334,310.7,48.2,106
1621,310.7,31.0,108
1367,310.7,43.4,111
1588,310.6,33.7,114
1497,310.7,37.6,116
1608,310.8,32.9,119
1549,310.8,41.4,121
1391,310.7,45.0,123
1490,310.8,38.1,125
1727,310.7,34.5,127
1504,310.6,46.4,129
1350,310.6,53.8,131
1420,310.7,43.0,133
1465,310.6,44.1,136
1427,310.7,44.1,141
1477,310.7,43.2,143
1493,310.7,48.1,145
1657,310.7,29.9,148
1359,310.7,46.0,151
1551,310.6,34.5,153
1545,310.6,37.5,155
1709,310.6,29.2,158
1268,310.7,56.3,161
1740,310.7,25.3,164
1828,310.9,25.1,166
1822,310.9,21.6,168
1515,310.9,41.8,170
1392,310.9,52.9,173
1474,310.9,35.7,175
1359,310.9,53.4,180
1565,311.0,52.3,183
1384,311.1,42.5,185
1387,311.1,53.1,188
1378,311.0,51.1,190
1809,310.9,25.7,192
1339,311.0,52.8,194
1423,311.0,38.6,199
1570,311.1,41.6,202
1558,311.2,34.1,204
1799,311.1,21.7,206
1591,311.2,35.0,208
1635,311.2,29.6,211
1509,311.3,42.5,213
1838,311.4,23.2,215
1648,311.5,32.4,0
1498,311.5,49.5,3
1757,311.4,28.0,6
1389,311.3,53.3,8
1498,311.3,37.6,11
1521,311.2,35.8,13
1394,311.2,41.3,16
1602,311.2,32.7,19
1417,311.1,40.7,24
1511,311.2,42.9,26
1654,311.3,30.7,28
1836,311.3,22.8,31
1622,311.3,35.6,34
1467,311.2,45.4,36
1909,311.3,22.7,38
1910,311.2,20.2,41
2207,311.3,16.6,43
1384,311.2,49.4,48
1630,311.3,29.5,51
1268,311.3,60.0,53
1531,311.4,38.7,55
1454,311.3,41.5,57
1342,311.3,50.9,60
1363,311.2,46.3,62
1412,311.2,42.1,64
1597,311.3,39.2,66
1349,311.3,47.0,71
1472,311.3,35.3,73
1478,311.4,39.5,75
1295,311.3,58.9,77
1592,311.2,32.9,82
1430,311.2,54.4,85
1488,311.2,40.1,87
1518,311.2,35.0,90
2237,311.2,17.0,95
1801,311.3,24.6,100
1573,311.4,37.6,103
2073,311.4,21.4,105
1953,311.3,19.4,107
1492,311.2,39.0,109
1397,311.2,48.7,111
1465,311.3,43.2,113
1782,311.3,26.9,116
1434,311.4,45.4,118
1387,311.4,42.7,121
1532,311.4,41.5,126
1505,311.5,41.1,129
1440,311.6,43.3,131
1470,311.6,43.4,133
1408,311.7,46.3,135
1357,311.6,45.6,137
1454,311.6,40.0,140
1352,311.6,63.5,143
1448,311.6,43.9,145
1671,311.6,33.5,148
1670,311.7,31.3,150
1547,311.7,34.5,152
1461,311.6,40.6,154
1609,311.6,35.8,156
1704,311.5,31.3,159
1550,311.5,34.9,162
1530,311.5,43.9,165
1449,311.3,40.2,168
1613,311.3,32.7,170
1376,311.2,48.1,172
1434,311.2,45.6,174
1480,311.1,41.1,176
1634,311.2,31.9,178
1481,311.2,38.5,181
1668,311.3,28.9,183
1484,311.4,36.2,188
1603,311.3,31.8,190
1481,311.4,37.5,193
1559,311.5,31.8,195
1444,311.5,39.8,197
1423,311.6,48.0,199
1432,311.6,48.1,202
1463,311.7,48.3,204
1433,311.7,49.3,206
1266,311.6,55.5,210
1417,311.6,53.4,0
1488,311.6,43.4,5
1816,311.7,24.5,7
1301,311.6,55.0,9
1836,311.5,21.8,12
1521,311.4,39.9,15
1492,311.4,40.6,20
1536,311.4,40.9,22
1878,311.2,24.3,24
1471,311.1,40.7,26
1452,311.1,40.2,28
1452,311.2,44.4,33
1348,311.3,53.0,35
1453,311.4,44.6,38
1316,311.4,57.6,43
1732,311.4,26.9,45
1522,311.3,35.2,48
1487,311.3,39.8,50
1852,311.4,22.2,53
1486,311.2,46.8,56
1562,311.3,37.1,58
1457,311.2,51.4,61
1769,311.2,26.5,63
1374,311.3,53.1,66
1524,311.3,43.5,71
1498,311.3,40.2,73
1462,311.3,41.4,75
1429,311.2,52.3,77
1399,311.2,47.9,80
1434,311.2,39.1,82
1324,311.1,52.2,85
1563,311.0,40.7,87
1543,311.0,34.7,89
1413,311.0,52.0,91
1378,311.0,41.2,93
1373,311.1,49.9,96
1981,311.0,19.9,99
1263,311.0,52.3,104
1312,311.0,52.1,107
1969,311.0,20.7,109
1365,311.2,51.7,111
1789,311.2,25.5,114
1583,311.1,32.1,116
1436,311.0,44.9,119
1559,311.0,42.8,121
1377,311.0,49.9,124
1462,311.0,41.9,126
1318,311.0,48.2,128
1378,311.0,51.6,130
1344,310.9,46.7,133
2377,311.1,14.3,135
1427,311.1,50.3,137
1353,311.2,60.4,139
1505,311.3,45.5,141
1612,311.2,32.5,143
1440,311.1,43.0,148
1334,311.0,53.9,150
1706,311.0,25.0,153
1698,311.1,24.8,156
1688,311.1,30.7,161
2437,311.1,13.8,163
1478,311.1,46.8,165
1608,311.1,35.3,167
1509,311.1,33.4,172
1596,311.0,36.9,174
1740,311.0,25.6,176
1375,310.8,53.2,179
1705,310.7,31.2,181
1621,310.6,32.0,184
1566,310.7,38.2,187
1388,310.7,42.9,190
1457,310.7,36.7,193
1463,310.6,45.5,196
1564,310.5,38.2,199
1411,310.6,47.2,201
1540,310.6,46.7,206
1950,310.6,20.3,208
1339,310.7,52.9,0
1419,310.6,39.6,3
1499,310.6,45.2,8
1368,310.6,49.6,10
1536,310.5,36.2,12
1469,310.5,42.9,14
1298,310.4,61.4,19
1544,310.4,36.3,21
1403,310.5,47.7,24
1452,310.5,42.9,29
1509,310.5,43.1,31
1474,310.6,37.0,33
1377,310.7,46.7,36
1741,310.8,27.1,39
1460,310.8,53.8,41
1631,310.6,32.6,43
1561,310.5,33.2,48
1572,310.6,38.5,50
2127,310.6,18.7,53
1448,310.6,44.7,55
1543,310.7,39.6,60
1508,310.6,34.8,62
1403,310.6,50.4,64
1454,310.6,39.7,67
1772,310.8,27.3,69
1479,310.8,49.1,71
1723,310.9,31.0,73
1469,310.8,46.4,75
1830,310.6,26.2,78
1497,310.6,38.2,83
1540,310.6,52.7,85
1514,310.6,39.5,87
1654,310.6,34.2,89
1519,310.5,37.0,91
1720,310.6,30.3,96
1470,310.5,37.7,98
1642,310.5,29.9,100
2006,310.6,19.1,102
1505,310.6,35.6,105
1609,310.6,27.6,108
1863,310.5,22.2,111
1401,310.4,42.6,114
2007,310.4,19.8,116
1494,310.4,47.3,118
1457,310.4,47.7,120
1556,310.4,37.7,122
1510,310.4,42.8,124
1567,310.5,38.7,129
1476,310.5,43.1,134
1663,310.6,30.6,139
1409,310.5,50.6,141
1666,310.6,36.2,144
1520,310.6,45.9,146
1644,310.5,33.8,148
1479,310.4,35.6,150
1446,310.4,49.7,155
1407,310.4,51.1,157
1234,310.4,51.7,160
1696,310.5,29.7,162
1384,310.6,52.9,165
1572,310.7,36.2,167
1386,310.7,42.1,170
1461,310.7,42.8,173
1525,310.7,39.4,175
1333,310.7,61.0,177
1505,310.6,40.6,179
1439,310.6,41.7,184
1491,310.6,43.2,187
1488,310.6,39.2,189
1536,310.5,47.4,192
1960,310.5,21.0,194
1594,310.5,31.0,196
1357,310.5,52.6,199
1445,310.5,41.1,201
1543,310.4,47.3,203
1366,310.4,52.6,205
1458,310.3,40.0,207
1794,310.3,24.4,211
1484,310.3,41.0,213
2514,310.4,13.4,215
1614,310.3,32.7,0
1622,310.2,34.1,3
1478,310.2,40.1,5
1318,310.2,51.0,8
1493,310.2,35.9,10
1369,310.3,50.7,12
1447,310.2,45.9,17
1485,310.1,49.9,19
1489,310.2,47.8,21
1233,310.2,52.3,23
1642,310.2,32.6,26
1373,310.2,44.1,28
1569,310.2,32.8,31
1850,310.2,22.8,33
1494,310.3,42.2,35
1777,310.3,30.1,38
1454,310.4,43.1,43
1536,310.4,34.2,45
1482,310.5,39.0,47
1512,310.5,41.2,49
1511,310.5,35.8,54
1599,310.5,40.5,57
1518,310.4,36.0,59
1450,310.4,39.4,62
1427,310.4,47.0,65
1561,310.4,32.7,67
1457,310.4,43.8,69
1460,310.6,53.6,74
1601,310.5,33.2,77
1570,310.5,40.1,79
1565,310.5,35.9,81
1378,310.5,44.4,83
2288,310.5,16.1,85
1375,310.4,44.7,87
1788,310.4,27.8,90
1576,310.4,40.4,92
1868,310.3,24.5,95
1261,310.1,56.6,98
1542,310.0,33.9,100
1438,310.0,53.8,103
1511,310.0,36.9,105
1635,310.0,31.0,107
1428,309.9,48.8,109
1410,309.8,44.4,111
1423,309.9,47.9,114
1552,309.9,41.3,116
1406,310.0,50.2,119
1443,309.9,48.3,122
1343,309.9,63.7,124
1486,310.0,41.2,127
1297,310.1,50.0,130
1495,310.1,42.3,132
1382,309.9,46.5,134
1356,309.8,44.4,136
1452,309.7,41.5,139
1582,309.7,30.8,144
1517,309.8,40.3,149
1413,310.0,44.5,152
1496,309.9,31.8,154
1466,309.8,41.2,156
1617,309.8,40.8,158
1506,309.8,41.8,161
1401,309.8,49.3,163
1906,309.9,22.9,165
1566,309.9,36.4,170
1493,310.0,47.3,172
1483,310.1,39.9,174
1569,309.9,31.2,176
1664,310.0,30.7,179
1486,310.0,40.1,182
1389,310.0,53.6,184
1511,310.0,41.7,186
1485,310.1,40.5,188
1440,310.2,42.9,191
1378,310.2,43.9,193
1501,310.1,39.3,195
1474,310.1,44.0,198
1392,310.1,47.9,201
1429,310.2,44.7,203
1704,310.3,29.5,0
1492,310.2,52.3,2
1442,310.2,39.5,4
1438,310.2,51.5,7
1402,310.1,46.6,10
1684,310.1,30.8,13
1530,310.2,48.5,15
1569,310.1,43.5,17
1650,310.1,31.6,19
1415,310.2,49.6,21
1600,310.2,31.5,23
1523,310.1,42.3,25
1628,310.2,30.3,27
1331,310.3,52.1,30
2158,310.3,16.8,32
1445,310.3,50.9,34
1593,310.3,36.1,36
1672,310.4,29.2,39
1644,310.5,31.4,41
1402,310.5,54.3,44
1286,310.4,56.8,46
1486,310.4,46.3,48
1345,310.3,46.3,50
1629,310.3,34.1,52
1429,310.2,43.8,54
1306,310.1,64.7,57
1380,310.1,52.6,59
1443,310.1,49.3,61
1426,310.1,42.7,64
1486,310.0,41.8,69
1530,309.9,34.5,71
1507,309.9,41.4,74
1608,309.9,33.4,76
1474,309.8,40.6,78
1326,309.7,61.9,80
1434,309.6,48.0,82
1526,309.6,41.7,85
1483,309.7,39.6,87
1457,309.7,51.9,89
1540,309.6,34.4,91
1707,309.7,29.1,94
1624,309.7,34.2,96
1331,309.6,50.2,98
1431,309.7,40.3,101
1705,309.7,28.5,103
1427,309.8,45.2,106
1625,309.8,41.2,109
1477,309.8,47.7,112
1651,309.9,28.1,114
1716,309.8,28.2,117
1400,309.8,48.7,119
1556,309.7,37.7,124
